from_module_machine_name,description,quality,version_major,from_version,from_project_machine_name,to_module_machine_name,from_project_reference,title,from_module_reference
translation,NA,ok,6,6.26,translation,locale,translation,Module translation 6-ok from project translation depends on module locale,Module translation 6-ok from project translation
tracker,NA,ok,6,6.26,tracker,comment,tracker,Module tracker 6-ok from project tracker depends on module comment,Module tracker 6-ok from project tracker
forum,NA,ok,6,6.26,forum,taxonomy,forum,Module forum 6-ok from project forum depends on module taxonomy,Module forum 6-ok from project forum
forum,NA,ok,6,6.26,forum,comment,forum,Module forum 6-ok from project forum depends on module comment,Module forum 6-ok from project forum
og_subgroups,NA,ok,6,6.x-1.0-beta3,og_subgroups,og,og_subgroups,Module og_subgroups 6-ok from project og_subgroups depends on module og,Module og_subgroups 6-ok from project og_subgroups
og_subgroups_context,NA,ok,6,6.x-1.0-beta3,og_subgroups,og_subgroups,og_subgroups,Module og_subgroups_context 6-ok from project og_subgroups depends on module og_subgroups,Module og_subgroups_context 6-ok from project og_subgroups
og_subgroups_context,NA,ok,6,6.x-1.0-beta3,og_subgroups,context,og_subgroups,Module og_subgroups_context 6-ok from project og_subgroups depends on module context,Module og_subgroups_context 6-ok from project og_subgroups
og_subgroups_hs,NA,ok,6,6.x-1.0-beta3,og_subgroups,hierarchical_select,og_subgroups,Module og_subgroups_hs 6-ok from project og_subgroups depends on module hierarchical_select,Module og_subgroups_hs 6-ok from project og_subgroups
og_subgroups_hs,NA,ok,6,6.x-1.0-beta3,og_subgroups,og_subgroups,og_subgroups,Module og_subgroups_hs 6-ok from project og_subgroups depends on module og_subgroups,Module og_subgroups_hs 6-ok from project og_subgroups
og_subgroups_views,NA,ok,6,6.x-1.0-beta3,og_subgroups,views,og_subgroups,Module og_subgroups_views 6-ok from project og_subgroups depends on module views,Module og_subgroups_views 6-ok from project og_subgroups
og_subgroups_views,NA,ok,6,6.x-1.0-beta3,og_subgroups,og_subgroups,og_subgroups,Module og_subgroups_views 6-ok from project og_subgroups depends on module og_subgroups,Module og_subgroups_views 6-ok from project og_subgroups
og_subgroups_prop,NA,ok,6,6.x-1.0-beta3,og_subgroups,og,og_subgroups,Module og_subgroups_prop 6-ok from project og_subgroups depends on module og,Module og_subgroups_prop 6-ok from project og_subgroups
og_subgroups_prop,NA,ok,6,6.x-1.0-beta3,og_subgroups,og_subgroups,og_subgroups,Module og_subgroups_prop 6-ok from project og_subgroups depends on module og_subgroups,Module og_subgroups_prop 6-ok from project og_subgroups
autodeploy,NA,ok,6,6.x-1.0-beta2,autodeploy,deploy,autodeploy,Module autodeploy 6-ok from project autodeploy depends on module deploy,Module autodeploy 6-ok from project autodeploy
autodeploy,NA,ok,6,6.x-1.0-beta2,autodeploy,node_deploy,autodeploy,Module autodeploy 6-ok from project autodeploy depends on module node_deploy,Module autodeploy 6-ok from project autodeploy
autodeploy,NA,ok,6,6.x-1.0-beta2,autodeploy,encrypt,autodeploy,Module autodeploy 6-ok from project autodeploy depends on module encrypt,Module autodeploy 6-ok from project autodeploy
vt_default,NA,ok,6,6.x-1.0-rc3,vt_default,vertical_tabs,vt_default,Module vt_default 6-ok from project vt_default depends on module vertical_tabs,Module vt_default 6-ok from project vt_default
og_expire,NA,ok,6,6.x-1.0,og_expire,og,og_expire,Module og_expire 6-ok from project og_expire depends on module og,Module og_expire 6-ok from project og_expire
og_expire,NA,ok,6,6.x-1.0,og_expire,views,og_expire,Module og_expire 6-ok from project og_expire depends on module views,Module og_expire 6-ok from project og_expire
inheritedformatter,NA,ok,6,6.x-1.1,inheritedformatter,content,inheritedformatter,Module inheritedformatter 6-ok from project inheritedformatter depends on module content,Module inheritedformatter 6-ok from project inheritedformatter
multiple_node_menu,NA,ok,6,6.x-1.0-beta4,multiple_node_menu,menu,multiple_node_menu,Module multiple_node_menu 6-ok from project multiple_node_menu depends on module menu,Module multiple_node_menu 6-ok from project multiple_node_menu
panel_style,NA,ok,6,6.x-1.0-beta1,panel_style,views,panel_style,Module panel_style 6-ok from project panel_style depends on module views,Module panel_style 6-ok from project panel_style
panel_style,NA,ok,6,6.x-1.0-beta1,panel_style,panels,panel_style,Module panel_style 6-ok from project panel_style depends on module panels,Module panel_style 6-ok from project panel_style
panel_style,NA,ok,6,6.x-1.0-beta1,panel_style,panels_mini,panel_style,Module panel_style 6-ok from project panel_style depends on module panels_mini,Module panel_style 6-ok from project panel_style
feedapi_parser_exhaustive,NA,ok,6,6.x-1.0-alpha5,feedapi_parser_exhaustive,feedapi,feedapi_parser_exhaustive,Module feedapi_parser_exhaustive 6-ok from project feedapi_parser_exhaustive depends on module feedapi,Module feedapi_parser_exhaustive 6-ok from project feedapi_parser_exhaustive
views_tagger,NA,ok,6,6.x-1.6,views_tagger,taxonomy,views_tagger,Module views_tagger 6-ok from project views_tagger depends on module taxonomy,Module views_tagger 6-ok from project views_tagger
views_tagger,NA,ok,6,6.x-1.6,views_tagger,views,views_tagger,Module views_tagger 6-ok from project views_tagger depends on module views,Module views_tagger 6-ok from project views_tagger
dr_whitelist,NA,ok,6,6.x-1.0-rc1,dr_whitelist,comment,dr_whitelist,Module dr_whitelist 6-ok from project dr_whitelist depends on module comment,Module dr_whitelist 6-ok from project dr_whitelist
beanstalkd,NA,ok,6,6.x-1.0-rc1,beanstalkd,drupal_queue,beanstalkd,Module beanstalkd 6-ok from project beanstalkd depends on module drupal_queue,Module beanstalkd 6-ok from project beanstalkd
more_filters,NA,ok,6,6.x-1.0,more_filters,filter,more_filters,Module more_filters 6-ok from project more_filters depends on module filter,Module more_filters 6-ok from project more_filters
hs_content_taxonomy,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_content_taxonomy 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_content_taxonomy 6-ok from project hierarchical_select
hs_content_taxonomy,NA,ok,6,6.x-3.8,hierarchical_select,content_taxonomy,hierarchical_select,Module hs_content_taxonomy 6-ok from project hierarchical_select depends on module content_taxonomy,Module hs_content_taxonomy 6-ok from project hierarchical_select
hs_content_taxonomy,NA,ok,6,6.x-3.8,hierarchical_select,hs_taxonomy,hierarchical_select,Module hs_content_taxonomy 6-ok from project hierarchical_select depends on module hs_taxonomy,Module hs_content_taxonomy 6-ok from project hierarchical_select
hs_taxonomy,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_taxonomy 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_taxonomy 6-ok from project hierarchical_select
hs_taxonomy,NA,ok,6,6.x-3.8,hierarchical_select,taxonomy,hierarchical_select,Module hs_taxonomy 6-ok from project hierarchical_select depends on module taxonomy,Module hs_taxonomy 6-ok from project hierarchical_select
hs_smallhierarchy,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_smallhierarchy 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_smallhierarchy 6-ok from project hierarchical_select
hs_taxonomy_views,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_taxonomy_views 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_taxonomy_views 6-ok from project hierarchical_select
hs_taxonomy_views,NA,ok,6,6.x-3.8,hierarchical_select,hs_taxonomy,hierarchical_select,Module hs_taxonomy_views 6-ok from project hierarchical_select depends on module hs_taxonomy,Module hs_taxonomy_views 6-ok from project hierarchical_select
hs_taxonomy_views,NA,ok,6,6.x-3.8,hierarchical_select,views,hierarchical_select,Module hs_taxonomy_views 6-ok from project hierarchical_select depends on module views,Module hs_taxonomy_views 6-ok from project hierarchical_select
hs_menu,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_menu 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_menu 6-ok from project hierarchical_select
hs_menu,NA,ok,6,6.x-3.8,hierarchical_select,menu,hierarchical_select,Module hs_menu 6-ok from project hierarchical_select depends on module menu,Module hs_menu 6-ok from project hierarchical_select
hs_flatlist,NA,ok,6,6.x-3.8,hierarchical_select,hierarchical_select,hierarchical_select,Module hs_flatlist 6-ok from project hierarchical_select depends on module hierarchical_select,Module hs_flatlist 6-ok from project hierarchical_select
fbphotosync,NA,ok,6,6.x-1.0,fbphotosync,ctools,fbphotosync,Module fbphotosync 6-ok from project fbphotosync depends on module ctools,Module fbphotosync 6-ok from project fbphotosync
fbphotosync,NA,ok,6,6.x-1.0,fbphotosync,imagefield,fbphotosync,Module fbphotosync 6-ok from project fbphotosync depends on module imagefield,Module fbphotosync 6-ok from project fbphotosync
fbphotosync,NA,ok,6,6.x-1.0,fbphotosync,libraries,fbphotosync,Module fbphotosync 6-ok from project fbphotosync depends on module libraries,Module fbphotosync 6-ok from project fbphotosync
fbphotosync,NA,ok,6,6.x-1.0,fbphotosync,token,fbphotosync,Module fbphotosync 6-ok from project fbphotosync depends on module token,Module fbphotosync 6-ok from project fbphotosync
cck_ipaddr,NA,ok,6,6.x-1.0,cck_ipaddr,content,cck_ipaddr,Module cck_ipaddr 6-ok from project cck_ipaddr depends on module content,Module cck_ipaddr 6-ok from project cck_ipaddr
mobileplugin_youtube,NA,ok,6,6.x-2.0,mobileplugin,mobileplugin,mobileplugin,Module mobileplugin_youtube 6-ok from project mobileplugin depends on module mobileplugin,Module mobileplugin_youtube 6-ok from project mobileplugin
viewsphpfilter,NA,ok,6,6.x-1.0,viewsphpfilter,views,viewsphpfilter,Module viewsphpfilter 6-ok from project viewsphpfilter depends on module views,Module viewsphpfilter 6-ok from project viewsphpfilter
ec_file,NA,ok,6,6.x-1.0-rc4,ec_file,ec_product,ec_file,Module ec_file 6-ok from project ec_file depends on module ec_product,Module ec_file 6-ok from project ec_file
ec_file,NA,ok,6,6.x-1.0-rc4,ec_file,upload,ec_file,Module ec_file 6-ok from project ec_file depends on module upload,Module ec_file 6-ok from project ec_file
ec_file,NA,ok,6,6.x-1.0-rc4,ec_file,private_upload,ec_file,Module ec_file 6-ok from project ec_file depends on module private_upload,Module ec_file 6-ok from project ec_file
demo_reset,NA,ok,6,6.x-1.4,demo,demo,demo,Module demo_reset 6-ok from project demo depends on module demo,Module demo_reset 6-ok from project demo
raw_text_formatter,NA,ok,6,6.x-1.0,raw_text_formatter,content,raw_text_formatter,Module raw_text_formatter 6-ok from project raw_text_formatter depends on module content,Module raw_text_formatter 6-ok from project raw_text_formatter
media_video_i_ua,NA,ok,6,6.x-1.0-beta1,media_video_i_ua,emfield,media_video_i_ua,Module media_video_i_ua 6-ok from project media_video_i_ua depends on module emfield,Module media_video_i_ua 6-ok from project media_video_i_ua
media_video_i_ua,NA,ok,6,6.x-1.0-beta1,media_video_i_ua,content,media_video_i_ua,Module media_video_i_ua 6-ok from project media_video_i_ua depends on module content,Module media_video_i_ua 6-ok from project media_video_i_ua
media_video_i_ua,NA,ok,6,6.x-1.0-beta1,media_video_i_ua,emvideo,media_video_i_ua,Module media_video_i_ua 6-ok from project media_video_i_ua depends on module emvideo,Module media_video_i_ua 6-ok from project media_video_i_ua
brilliant_gallery,NA,ok,6,6.x-4.4,brilliant_gallery,lightbox2,brilliant_gallery,Module brilliant_gallery 6-ok from project brilliant_gallery depends on module lightbox2,Module brilliant_gallery 6-ok from project brilliant_gallery
simple_cart,NA,ok,6,6.x-1.2,simple_cart,content,simple_cart,Module simple_cart 6-ok from project simple_cart depends on module content,Module simple_cart 6-ok from project simple_cart
simple_cart,NA,ok,6,6.x-1.2,simple_cart,format_number,simple_cart,Module simple_cart 6-ok from project simple_cart depends on module format_number,Module simple_cart 6-ok from project simple_cart
simple_cart_icon_block,NA,ok,6,6.x-1.2,simple_cart,simple_cart,simple_cart,Module simple_cart_icon_block 6-ok from project simple_cart depends on module simple_cart,Module simple_cart_icon_block 6-ok from project simple_cart
datasync_feedapi,NA,ok,6,6.x-1.0-beta3,datasync_feedapi,datasync,datasync_feedapi,Module datasync_feedapi 6-ok from project datasync_feedapi depends on module datasync,Module datasync_feedapi 6-ok from project datasync_feedapi
node_invite,NA,ok,6,6.x-2.3,node_invite,token,node_invite,Module node_invite 6-ok from project node_invite depends on module token,Module node_invite 6-ok from project node_invite
nodetitle,NA,ok,6,6.x-1.0,nodetitle,token,nodetitle,Module nodetitle 6-ok from project nodetitle depends on module token,Module nodetitle 6-ok from project nodetitle
uc_civicrm_profile_pane,NA,ok,6,6.x-1.0-alpha2,uc_civicrm_profile_pane,civicrm,uc_civicrm_profile_pane,Module uc_civicrm_profile_pane 6-ok from project uc_civicrm_profile_pane depends on module civicrm,Module uc_civicrm_profile_pane 6-ok from project uc_civicrm_profile_pane
uc_civicrm_profile_pane,NA,ok,6,6.x-1.0-alpha2,uc_civicrm_profile_pane,uc_store,uc_civicrm_profile_pane,Module uc_civicrm_profile_pane 6-ok from project uc_civicrm_profile_pane depends on module uc_store,Module uc_civicrm_profile_pane 6-ok from project uc_civicrm_profile_pane
views_nivo_slider,NA,ok,6,6.x-2.0,views_nivo_slider,views,views_nivo_slider,Module views_nivo_slider 6-ok from project views_nivo_slider depends on module views,Module views_nivo_slider 6-ok from project views_nivo_slider
views_nivo_slider,NA,ok,6,6.x-2.0,views_nivo_slider,jquery_update,views_nivo_slider,Module views_nivo_slider 6-ok from project views_nivo_slider depends on module jquery_update,Module views_nivo_slider 6-ok from project views_nivo_slider
views_nivo_slider,NA,ok,6,6.x-2.0,views_nivo_slider,imagecache,views_nivo_slider,Module views_nivo_slider 6-ok from project views_nivo_slider depends on module imagecache,Module views_nivo_slider 6-ok from project views_nivo_slider
simple_date_repeat_ui,NA,ok,6,6.x-1.2.1,simple_date_repeat_ui,date_repeat,simple_date_repeat_ui,Module simple_date_repeat_ui 6-ok from project simple_date_repeat_ui depends on module date_repeat,Module simple_date_repeat_ui 6-ok from project simple_date_repeat_ui
simple_date_repeat_ui,NA,ok,6,6.x-1.2.1,simple_date_repeat_ui,jquery_ui,simple_date_repeat_ui,Module simple_date_repeat_ui 6-ok from project simple_date_repeat_ui depends on module jquery_ui,Module simple_date_repeat_ui 6-ok from project simple_date_repeat_ui
civicrm_subscribe,NA,ok,6,6.x-1.0-beta2,civicrm_subscribe,civicrm,civicrm_subscribe,Module civicrm_subscribe 6-ok from project civicrm_subscribe depends on module civicrm,Module civicrm_subscribe 6-ok from project civicrm_subscribe
viewfield,NA,ok,6,6.x-2.0,viewfield,views,viewfield,Module viewfield 6-ok from project viewfield depends on module views,Module viewfield 6-ok from project viewfield
viewfield,NA,ok,6,6.x-2.0,viewfield,content,viewfield,Module viewfield 6-ok from project viewfield depends on module content,Module viewfield 6-ok from project viewfield
assistant_api,NA,ok,6,6.x-1.0-beta6,assistant,ahah_helper,assistant,Module assistant_api 6-ok from project assistant depends on module ahah_helper,Module assistant_api 6-ok from project assistant
assistant_api,NA,ok,6,6.x-1.0-beta6,assistant,apachesolr,assistant,Module assistant_api 6-ok from project assistant depends on module apachesolr,Module assistant_api 6-ok from project assistant
assistant_taxonomy,NA,ok,6,6.x-1.0-beta6,assistant,assistant_api,assistant,Module assistant_taxonomy 6-ok from project assistant depends on module assistant_api,Module assistant_taxonomy 6-ok from project assistant
assistant_taxonomy,NA,ok,6,6.x-1.0-beta6,assistant,taxonomy,assistant,Module assistant_taxonomy 6-ok from project assistant depends on module taxonomy,Module assistant_taxonomy 6-ok from project assistant
assistant_og,NA,ok,6,6.x-1.0-beta6,assistant,assistant_api,assistant,Module assistant_og 6-ok from project assistant depends on module assistant_api,Module assistant_og 6-ok from project assistant
assistant_og,NA,ok,6,6.x-1.0-beta6,assistant,og,assistant,Module assistant_og 6-ok from project assistant depends on module og,Module assistant_og 6-ok from project assistant
assistant_og,NA,ok,6,6.x-1.0-beta6,assistant,apachesolr_og,assistant,Module assistant_og 6-ok from project assistant depends on module apachesolr_og,Module assistant_og 6-ok from project assistant
apachesolr_cck,NA,ok,6,6.x-1.0-beta6,assistant,apachesolr,assistant,Module apachesolr_cck 6-ok from project assistant depends on module apachesolr,Module apachesolr_cck 6-ok from project assistant
assistant_feeds,NA,ok,6,6.x-1.0-beta6,assistant,assistant_api,assistant,Module assistant_feeds 6-ok from project assistant depends on module assistant_api,Module assistant_feeds 6-ok from project assistant
assistant_feeds,NA,ok,6,6.x-1.0-beta6,assistant,feeds,assistant,Module assistant_feeds 6-ok from project assistant depends on module feeds,Module assistant_feeds 6-ok from project assistant
assistant_cck,NA,ok,6,6.x-1.0-beta6,assistant,apachesolr_cck,assistant,Module assistant_cck 6-ok from project assistant depends on module apachesolr_cck,Module assistant_cck 6-ok from project assistant
assistant_cck,NA,ok,6,6.x-1.0-beta6,assistant,assistant_api,assistant,Module assistant_cck 6-ok from project assistant depends on module assistant_api,Module assistant_cck 6-ok from project assistant
brightcove_cck,NA,ok,6,6.x-2.1,brightcove,brightcove,brightcove,Module brightcove_cck 6-ok from project brightcove depends on module brightcove,Module brightcove_cck 6-ok from project brightcove
brightcove_cck,NA,ok,6,6.x-2.1,brightcove,content,brightcove,Module brightcove_cck 6-ok from project brightcove depends on module content,Module brightcove_cck 6-ok from project brightcove
brightcove_cck,NA,ok,6,6.x-2.1,brightcove,modalframe,brightcove,Module brightcove_cck 6-ok from project brightcove depends on module modalframe,Module brightcove_cck 6-ok from project brightcove
views_xml_backend,NA,ok,6,6.x-1.0-alpha2,views_xml_backend,views,views_xml_backend,Module views_xml_backend 6-ok from project views_xml_backend depends on module views,Module views_xml_backend 6-ok from project views_xml_backend
uc_skipjack,NA,ok,6,6.x-1.1,uc_skipjack,uc_credit,uc_skipjack,Module uc_skipjack 6-ok from project uc_skipjack depends on module uc_credit,Module uc_skipjack 6-ok from project uc_skipjack
imagefield_tokens,NA,ok,6,6.x-1.0,imagefield_tokens,imagefield,imagefield_tokens,Module imagefield_tokens 6-ok from project imagefield_tokens depends on module imagefield,Module imagefield_tokens 6-ok from project imagefield_tokens
imagefield_tokens,NA,ok,6,6.x-1.0,imagefield_tokens,filefield_paths,imagefield_tokens,Module imagefield_tokens 6-ok from project imagefield_tokens depends on module filefield_paths,Module imagefield_tokens 6-ok from project imagefield_tokens
visitorinfo,NA,ok,6,6.x-2.0,visitorinfo,geoip,visitorinfo,Module visitorinfo 6-ok from project visitorinfo depends on module geoip,Module visitorinfo 6-ok from project visitorinfo
comment_cck,NA,ok,6,6.x-1.0-beta2,comment_cck,comment,comment_cck,Module comment_cck 6-ok from project comment_cck depends on module comment,Module comment_cck 6-ok from project comment_cck
comment_cck,NA,ok,6,6.x-1.0-beta2,comment_cck,content,comment_cck,Module comment_cck 6-ok from project comment_cck depends on module content,Module comment_cck 6-ok from project comment_cck
wysiwyg_syntaxhl,NA,ok,6,6.x-1.3,wysiwyg_syntaxhl,wysiwyg,wysiwyg_syntaxhl,Module wysiwyg_syntaxhl 6-ok from project wysiwyg_syntaxhl depends on module wysiwyg,Module wysiwyg_syntaxhl 6-ok from project wysiwyg_syntaxhl
wysiwyg_syntaxhl,NA,ok,6,6.x-1.3,wysiwyg_syntaxhl,syntaxhighlighter,wysiwyg_syntaxhl,Module wysiwyg_syntaxhl 6-ok from project wysiwyg_syntaxhl depends on module syntaxhighlighter,Module wysiwyg_syntaxhl 6-ok from project wysiwyg_syntaxhl
uc_price_per_role,NA,ok,6,6.x-1.1,uc_price_per_role,uc_product,uc_price_per_role,Module uc_price_per_role 6-ok from project uc_price_per_role depends on module uc_product,Module uc_price_per_role 6-ok from project uc_price_per_role
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,answers,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module answers,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,features,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module features,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,number,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module number,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,strongarm,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module strongarm,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,submitted_by,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module submitted_by,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,text,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module text,Module expire_questions 6-ok from project expire_questions
expire_questions,NA,ok,6,6.x-1.0-alpha1,expire_questions,token,expire_questions,Module expire_questions 6-ok from project expire_questions depends on module token,Module expire_questions 6-ok from project expire_questions
uc_payflowlink,NA,ok,6,6.x-1.2,uc_payflowlink,uc_payment,uc_payflowlink,Module uc_payflowlink 6-ok from project uc_payflowlink depends on module uc_payment,Module uc_payflowlink 6-ok from project uc_payflowlink
voip,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voip 6-ok from project voipdrupal depends on module voipcall,Module voip 6-ok from project voipdrupal
voipscriptui,NA,ok,6,6.x-1.0-beta15,voipdrupal,features,voipdrupal,Module voipscriptui 6-ok from project voipdrupal depends on module features,Module voipscriptui 6-ok from project voipdrupal
voipscriptui,NA,ok,6,6.x-1.0-beta15,voipdrupal,text,voipdrupal,Module voipscriptui 6-ok from project voipdrupal depends on module text,Module voipscriptui 6-ok from project voipdrupal
voipscriptui,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voipscriptui 6-ok from project voipdrupal depends on module voipcall,Module voipscriptui 6-ok from project voipdrupal
voipplivoframework,NA,ok,6,6.x-1.0-beta15,voipdrupal,voip,voipdrupal,Module voipplivoframework 6-ok from project voipdrupal depends on module voip,Module voipplivoframework 6-ok from project voipdrupal
voipplivoframework,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voipplivoframework 6-ok from project voipdrupal depends on module voipcall,Module voipplivoframework 6-ok from project voipdrupal
voipplivocloud,NA,ok,6,6.x-1.0-beta15,voipdrupal,voip,voipdrupal,Module voipplivocloud 6-ok from project voipdrupal depends on module voip,Module voipplivocloud 6-ok from project voipdrupal
voipplivocloud,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voipplivocloud 6-ok from project voipdrupal depends on module voipcall,Module voipplivocloud 6-ok from project voipdrupal
voiptropo,NA,ok,6,6.x-1.0-beta15,voipdrupal,voip,voipdrupal,Module voiptropo 6-ok from project voipdrupal depends on module voip,Module voiptropo 6-ok from project voipdrupal
voiptropo,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voiptropo 6-ok from project voipdrupal depends on module voipcall,Module voiptropo 6-ok from project voipdrupal
voipscriptsamples,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voipscriptsamples 6-ok from project voipdrupal depends on module voipcall,Module voipscriptsamples 6-ok from project voipdrupal
voiptwilio,NA,ok,6,6.x-1.0-beta15,voipdrupal,voip,voipdrupal,Module voiptwilio 6-ok from project voipdrupal depends on module voip,Module voiptwilio 6-ok from project voipdrupal
voiptwilio,NA,ok,6,6.x-1.0-beta15,voipdrupal,voipcall,voipdrupal,Module voiptwilio 6-ok from project voipdrupal depends on module voipcall,Module voiptwilio 6-ok from project voipdrupal
contact_forms,NA,ok,6,6.x-1.18,contact_forms,contact,contact_forms,Module contact_forms 6-ok from project contact_forms depends on module contact,Module contact_forms 6-ok from project contact_forms
openid_cp_field,NA,ok,6,6.x-1.0-beta2,openid_cp_field,content_profile,openid_cp_field,Module openid_cp_field 6-ok from project openid_cp_field depends on module content_profile,Module openid_cp_field 6-ok from project openid_cp_field
webform_to_gdocs,NA,ok,6,6.x-1.0,webform_to_gdocs,webform,webform_to_gdocs,Module webform_to_gdocs 6-ok from project webform_to_gdocs depends on module webform,Module webform_to_gdocs 6-ok from project webform_to_gdocs
nat,NA,ok,6,6.x-1.3,nat,taxonomy,nat,Module nat 6-ok from project nat depends on module taxonomy,Module nat 6-ok from project nat
machinelearningapi,NA,ok,6,6.x-1.1-alpha6,machinelearningapi,memetracker,machinelearningapi,Module machinelearningapi 6-ok from project machinelearningapi depends on module memetracker,Module machinelearningapi 6-ok from project machinelearningapi
node_gallery_default,NA,ok,6,6.x-1.0-rc1,node_gallery_default,node_gallery,node_gallery_default,Module node_gallery_default 6-ok from project node_gallery_default depends on module node_gallery,Module node_gallery_default 6-ok from project node_gallery_default
custom_review,NA,ok,6,6.x-1.0-alpha1,custom_review,views,custom_review,Module custom_review 6-ok from project custom_review depends on module views,Module custom_review 6-ok from project custom_review
disablepwstrength,NA,ok,6,6.x-1.7,disablepwstrength,user,disablepwstrength,Module disablepwstrength 6-ok from project disablepwstrength depends on module user,Module disablepwstrength 6-ok from project disablepwstrength
blogger_importer,NA,ok,6,6.x-1.0-alpha1,blogger_importer,querypath,blogger_importer,Module blogger_importer 6-ok from project blogger_importer depends on module querypath,Module blogger_importer 6-ok from project blogger_importer
termcase,NA,ok,6,6.x-1.4,termcase,taxonomy,termcase,Module termcase 6-ok from project termcase depends on module taxonomy,Module termcase 6-ok from project termcase
anatoa,NA,ok,6,6.x-1.0,anatoa,profile,anatoa,Module anatoa 6-ok from project anatoa depends on module profile,Module anatoa 6-ok from project anatoa
anatoa_image,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_image 6-ok from project anatoa depends on module anatoa,Module anatoa_image 6-ok from project anatoa
anatoa_image,NA,ok,6,6.x-1.0,anatoa,image,anatoa,Module anatoa_image 6-ok from project anatoa depends on module image,Module anatoa_image 6-ok from project anatoa
anatoa_upload,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_upload 6-ok from project anatoa depends on module anatoa,Module anatoa_upload 6-ok from project anatoa
anatoa_upload,NA,ok,6,6.x-1.0,anatoa,upload,anatoa,Module anatoa_upload 6-ok from project anatoa depends on module upload,Module anatoa_upload 6-ok from project anatoa
anatoa_contact,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_contact 6-ok from project anatoa depends on module anatoa,Module anatoa_contact 6-ok from project anatoa
anatoa_contact,NA,ok,6,6.x-1.0,anatoa,contact,anatoa,Module anatoa_contact 6-ok from project anatoa depends on module contact,Module anatoa_contact 6-ok from project anatoa
anatoa_addresses_user,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_addresses_user 6-ok from project anatoa depends on module anatoa,Module anatoa_addresses_user 6-ok from project anatoa
anatoa_addresses_user,NA,ok,6,6.x-1.0,anatoa,addresses_user,anatoa,Module anatoa_addresses_user 6-ok from project anatoa depends on module addresses_user,Module anatoa_addresses_user 6-ok from project anatoa
anatoa_privatemsg,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_privatemsg 6-ok from project anatoa depends on module anatoa,Module anatoa_privatemsg 6-ok from project anatoa
anatoa_privatemsg,NA,ok,6,6.x-1.0,anatoa,privatemsg,anatoa,Module anatoa_privatemsg 6-ok from project anatoa depends on module privatemsg,Module anatoa_privatemsg 6-ok from project anatoa
anatoa_comment,NA,ok,6,6.x-1.0,anatoa,anatoa,anatoa,Module anatoa_comment 6-ok from project anatoa depends on module anatoa,Module anatoa_comment 6-ok from project anatoa
anatoa_comment,NA,ok,6,6.x-1.0,anatoa,comment,anatoa,Module anatoa_comment 6-ok from project anatoa depends on module comment,Module anatoa_comment 6-ok from project anatoa
feeds_xpathparser,NA,ok,6,6.x-1.12,feeds_xpathparser,feeds,feeds_xpathparser,Module feeds_xpathparser 6-ok from project feeds_xpathparser depends on module feeds,Module feeds_xpathparser 6-ok from project feeds_xpathparser
